Index,Hora,Dia,PI0102,FC0104,FC0105,FC0108,TI0201,TC0202,TI0203,TI0204,TI0205,TI0210,TI0211,TI0212,TC0213,PI0214,PI0215,PI0216,FI0219,LC0301,PI0302,FI0446,FC0501,TC0508,PI0509,TC0510,PI0511,TC0512,TI0513,FC0619,FC0629,PI0640
102,11,5,45.33,1000.06,57.13,3,1166.78,1208.16,782.4,605.67,456.05,114.7,478,568.06,728.67,-65.88,-214.61,-495.93,54.23,51.58,0.11,153.14,703.21,48.95,-545.24,32.59,-563.46,5.29,-585.29,1586.67,560.05,-627.85
103,12,5,31.84,999.9,57.15,3,1161.61,1202.85,779.88,597.13,455.93,114.05,481.12,566.83,728.09,-77.49,-223.57,-499.73,52.89,51.39,0.11,152.61,700.73,48.97,-548.48,31.93,-566.18,4.68,-587.8,1576.6,559.96,-628.96
104,13,5,36.33,999.79,57.14,3,1166.82,1205.86,780.44,597.12,454.43,114.48,480.05,566.45,727.66,-73.23,-220.34,-498.65,53.57,52.59,0.11,154.71,699.32,49.01,-547.87,31.07,-565.29,4.13,-587.5,1376.5,560.01,-628.47
105,14,5,44.06,999.65,57.14,3,1170.88,1210.56,781.76,597.12,454,117.02,480.26,566.4,727.48,-66.42,-215.1,-495.57,54.75,52.62,0.11,153.9,699.64,49.04,-544.78,31.11,-561.97,4.05,-584.25,1022.75,563.31,-627.95
106,15,5,60.78,999.41,57.14,3,1179.6,1219.53,784.64,598.2,453.62,118.89,476.38,567.46,727.64,-51.97,-203.8,-489.82,56.62,52.57,0.11,155.6,699.89,49.01,-539.92,31.13,-556.95,4.31,-578.72,1115.56,626.34,-626.15
107,16,5,51.41,1000.35,57.15,3,1177.2,1217.48,784.01,599.02,453.62,116.6,477.87,567.69,730.9,-59.61,-209.08,-490.27,57.61,52.73,0.11,154.08,700.04,48.99,-538.9,30.93,-555.37,5.49,-577.86,1132.4,649.98,-625.36
108,17,5,52.79,999.79,57.14,3,1176.48,1216.92,783.77,598.18,453.79,116.51,477.33,567.86,729.95,-58.52,-208.39,-490.16,57.17,52.7,0.1,154.51,700.1,48.99,-539.19,31.03,-555.76,3.17,-575.95,1140.07,657.69,-626.4
109,18,5,59.01,1000.92,57.14,3,1176.83,1216.09,785.08,603.42,455.85,116.49,477.77,569.24,729.92,-53.36,-204.46,-488.2,57.28,53.23,0.1,156.08,698.82,49,-537.83,31.11,-554.5,2.63,-574.65,1178.06,683.05,-626.65
110,19,5,65.82,999.59,57.14,3,1177.97,1215.97,785.55,607.4,456,116.56,475.91,569.89,727.74,-47.73,-200.34,-486.55,56.39,53.47,0.11,157.95,700.05,49.02,-536.71,31.33,-553.74,3.38,-574.72,1200.28,703.89,-627.4
111,20,5,52.11,999.91,57.14,3,1175.14,1214.48,785.43,609.54,456.39,115.97,479.41,568.89,731.32,-58.8,-207.97,-487.15,57.98,53.11,0.11,155.59,700.75,49.02,-534.89,31.15,-551.16,3.39,-571.9,1212.76,728.25,-625.93
112,21,5,43.94,1000.02,57.14,3,1169.08,1209.24,784.17,603.71,456.32,115.54,481.75,567.91,730.14,-65.93,-213.79,-490.02,56.43,53.08,0.1,154.8,701.93,48.96,-537.12,30.94,-553.13,2.84,-573.56,1231.45,750.01,-627.35
113,22,5,43.49,999.63,57.14,3,1169.22,1208.74,783.18,603.09,456.19,115.6,481.9,567.77,729.78,-66.34,-214.23,-490.18,56.33,52.93,0.1,154.02,703.37,48.97,-537.37,31.18,-553.51,2.88,-573.87,1229.07,750,-627.56
114,23,5,55.03,999.69,57.15,3,1175.99,1214.24,784.87,603.75,455.77,116.5,478.96,568.42,729.88,-56.42,-206.63,-486.91,57.38,52.84,0.11,156.14,701.17,49.02,-535.15,30.96,-551.33,2.9,-571.93,1237.51,749.99,-626.6
115,0,6,62.93,1000.19,57.14,3,1179.45,1217.15,785.78,608.32,455.57,116.73,477.35,569.29,729.5,-49.75,-201.61,-485.22,57.61,52.67,0.11,157.35,698.94,49.03,-534.4,31.31,-551.03,3.47,-572.01,1475.8,926.77,-626.31
116,1,6,62.01,999.88,57.15,3,1176.98,1215.79,785.57,609.81,455.93,116.86,476.64,569.43,728.39,-50.7,-202.59,-487.2,56.72,52.61,0.11,156.79,697.31,48.97,-537.14,31.04,-554.03,3.13,-575.36,1391.69,928.79,-626.99
117,2,6,54.47,999.86,57.14,3,1174.05,1212.74,784.77,604.01,455.84,116.51,478.72,568.51,728.1,-57.12,-207.63,-490.07,55.85,52.48,0.11,156.22,689.94,48.98,-540,31,-557.06,3.14,-578.49,1389.92,927.24,-627.69
118,3,6,48.2,999.69,57.14,3,1171.25,1209.74,784.02,604.06,456.52,116.5,480.72,568.05,728,-62.5,-211.78,-491.99,54.94,52.48,0.11,155.75,695.41,48.99,-541.51,31.37,-558.87,3.04,-580.28,1380.52,889.06,-630.01
119,4,6,44.44,1000.34,57.14,3,1171.06,1209.61,783.64,603.68,455.83,116.49,481.23,567.63,728.28,-65.5,-213.86,-492.82,55.48,52.4,0.11,155.04,707.76,48.98,-542.28,29.89,-558.89,2.39,-580.56,1369.48,879.42,-629.31
120,5,6,46.12,1000.21,57.15,3,1172.39,1208.83,783.49,603.76,456.23,116.49,481.89,567.77,727.79,-64.21,-213.01,-492.2,54.97,52.35,0.1,156.01,702.22,49.02,-541.83,31.29,-559.12,2.84,-580.9,1432.33,946.09,-628.93
121,6,6,61.11,999.73,57.14,3,1179.66,1215.44,785.3,612.17,455.96,117.14,477.91,569.09,727.77,-51.38,-203.16,-487.95,56.45,52.48,0.1,158.64,689.97,49.04,-538.76,31.32,-556.22,3.32,-578.34,1445.73,945.98,-627.93
122,7,6,56.7,1000.64,57.15,3,1176.23,1212.52,785.6,619.97,457.25,116.95,479.79,569.38,728.16,-55.2,-206.05,-488.93,56.17,52.14,0.1,157.06,697.27,48.99,-539.46,31.17,-556.79,3.21,-578.68,1428.74,927.35,-628.06
123,8,6,63.59,999.72,57.15,3,1180.21,1215.6,785.74,619.96,456.63,117.39,478.18,569.48,727.79,-49.32,-201.52,-486.83,56.48,51.97,0.11,158.94,623.15,49,-538.49,31.17,-556.02,3.58,-578.14,1374.29,882.56,-627.61
124,9,6,63.62,999.72,57.15,3,1180.64,1216.67,785.67,619.92,457,117.42,477.79,569.6,728.04,-49,-200.68,-484.3,57.4,51.79,0.12,159.04,588.35,49,-535.92,31.21,-553.36,3.56,-576.27,1124.61,607.95,-626.68
125,10,6,58.89,999.67,57.14,3,1177.64,1213.56,785.19,619.92,458.62,117.28,479.83,569.63,728.03,-53.19,-203.78,-485.7,56.52,51.49,0.13,159.81,432.33,48.98,-537.86,31.16,-555.56,3.55,-579.37,1198.68,744.4,-626.25
126,11,6,55.91,999.64,57.16,3,1174.24,1211,785.27,619.96,460.17,116.97,481.24,569.85,728.14,-56,-205.95,-486.31,56.09,51.32,0.14,160.25,806.17,49.99,-538.3,31.19,-556.43,3.63,-581.14,1227.03,747.76,-625.61
127,12,6,59.94,999.74,57.14,3,1176.62,1211.52,786.17,621.24,461.18,117.11,480.91,570.53,728.26,-52.83,-203.52,-485.4,56.14,51.27,0.15,162.7,746.41,51.46,-538.72,31.14,-557.55,3.19,-583.53,1292.21,799.11,-627.62
128,13,6,49.25,1003.53,57.16,3,1169.91,1205.78,784.53,620.87,463.16,116.51,484.18,570.15,728.08,-62.28,-210.85,-488.75,54.47,51.15,0.16,161.71,693.13,51.41,-541.49,31.19,-560.59,3.28,-587.23,1266.79,791.75,-628.36
129,14,6,44.43,999.51,57.12,3,1168.55,1204.23,783.92,620.2,461.95,116.2,485.05,568.97,728.07,-66.33,-213.85,-489.92,53.99,51.1,0.16,161.64,697.19,51.61,-542.37,31.09,-561.42,3.33,-588.56,1253.57,781.06,-628.49
130,15,6,51.06,999.93,57.15,3,1172.51,1207.21,784.62,619.97,461.06,116.48,483.18,569.48,727.82,-60.43,-209.59,-488.21,54.23,51.12,0.14,162.41,697.37,51.94,-541.61,31.36,-560.86,3.64,-587.94,1292.82,808.5,-628.63
131,16,6,55.57,999.92,57.15,3,1174.32,1208.78,785.32,620.87,461.41,116.5,482.63,569.65,727.83,-56.63,-206.58,-487,54.64,51.7,0.14,162.25,698.21,52.19,-541.12,31.48,-560.61,3.64,-587.78,1313.07,832.8,-628.8
132,17,6,47.77,1000.12,57.12,3,1170.32,1206.56,784.95,620.98,460.18,115.87,483.2,568.76,728.36,-63.04,-211.59,-489.49,54.68,52.56,0.13,158.22,703.8,51.94,-542.59,31.38,-561.74,3.45,-588.02,1308.97,830.21,-629.97
133,18,6,47.27,999.86,57.16,3,1170.51,1206.05,783.58,619.96,459.97,115.65,483.57,569.24,727.69,-63.74,-212.57,-491,54.3,52.62,0.13,156.96,701.05,51.49,-544.23,31.17,-563.04,3.14,-587.81,1300.06,819.71,-631.26
134,19,6,66.97,998.27,57.14,3,1181.42,1214.4,785.68,619.96,459.49,116.54,478.67,570.67,727.53,-47.11,-199.98,-485.75,55.87,52.56,0.13,159.98,700.03,51.65,-540.82,31.84,-560.21,3.58,-584.7,1316.94,827.63,-630.27
135,20,6,69.86,999.64,57.14,3,1181.77,1216.04,786.4,620.14,459.63,116.76,477.61,571.12,728.38,-44.59,-198.04,-485.44,56.17,52.48,0.13,159.56,699.88,51.53,-540.86,31.56,-560.37,3.42,-585.15,1400.38,892.49,-631.25
136,21,6,63.72,1011.77,57.89,3.04,1176.89,1211.78,785.27,619.93,461.34,116.49,479.74,570.56,728,-50.08,-202.27,-487.15,54.86,51.85,0.13,158.68,704,51.34,-542.12,31.59,-561.71,3.72,-586.57,1409.17,909.71,-630.88
137,22,6,67.67,1029.79,58.85,3.09,1178.39,1212.55,785.21,620.19,462.48,116.53,479.5,570.55,727.87,-47.06,-199.85,-485.99,54.16,50.48,0.13,160.69,706.54,51.63,-541.53,32.08,-561.82,3.94,-587.68,1417.53,915.82,-630.89
138,23,6,72.3,1029.74,58.86,3.09,1181.03,1214.78,786.02,622.71,462.73,116.95,478.71,570.61,727.96,-43.1,-196.66,-484.27,54.62,50.31,0.13,161.4,712.98,51.93,-540.38,32.49,-561.13,3.98,-587.85,1418.33,913.24,-630.58
139,0,7,80.61,1029.83,58.85,3.09,1184.17,1217.21,787.44,623.49,463.11,117.37,477.19,571.8,727.89,-36.02,-191.28,-481.78,55.27,50.29,0.13,162.53,714.85,52.14,-538.75,32.99,-559.92,4.3,-586.92,1421.51,911.35,-630.2
140,1,7,78.86,1030.84,58.86,3.09,1183,1216.14,787.23,623.73,463.57,117.42,477.88,572.1,728.03,-37.53,-192.44,-482.04,55.35,50.48,0.13,161.54,712.22,52.11,-538.88,33.02,-559.95,4.61,-586.81,1416.03,908.52,-630.23
141,2,7,80.3,1030.65,58.85,3.09,1185.07,1217.95,787.62,623.76,463.27,117.37,476.98,571.93,728.03,-36.08,-191.13,-480.71,55.94,50.77,0.13,161.77,715.41,52.27,-537.68,33.37,-558.84,4.9,-585.55,1341.83,842,-629.86
142,3,7,68.48,1029.82,58.86,3.09,1178.47,1213.22,785.94,623.68,463.78,116.49,479.86,570.66,728.17,-45.97,-198.72,-483.67,54.94,51.09,0.13,159.4,715.83,52.01,-539.71,32.96,-560.38,4.19,-586.74,1347.66,835.8,-631.4
143,4,7,70.37,1029.83,58.86,3.09,1179.93,1213.66,785.67,623.68,463.52,116.48,479.64,571.15,727.9,-44.41,-197.67,-483.51,55.04,51.45,0.13,159.69,716.99,51.88,-540.02,32.28,-560.29,3.59,-586.49,1344.08,839.01,-631.4
144,5,7,70.53,1015.43,57.99,3.05,1180.36,1214.06,785.93,623.71,463.55,116.48,479.49,571.33,728,-44.14,-197.34,-482.26,55.72,51.85,0.13,159.59,716.2,51.92,-538.66,32.77,-558.85,4.02,-584.56,1340.9,839,-630.31
145,6,7,75.15,1006.16,57.58,3.02,1182.25,1215.89,786.8,623.8,463.76,116.88,478.35,572.27,727.9,-40.25,-194.4,-481.16,56.45,50.85,0.13,160.19,713.97,51.85,-538.25,31.39,-557.57,3.49,-582.93,1334.95,834.2,-629.54
146,7,7,80.37,1050.44,60,3.15,1183.27,1216.77,787.07,623.78,464.39,117.32,477.66,571.67,727.92,-36.07,-191.22,-480.31,55.53,51.66,0.13,162.39,716.58,51.78,-538.37,31.14,-557.59,3.37,-583.44,1352.2,846.45,-629.51
147,8,7,88.85,1049.73,60.01,3.15,1185.68,1218.81,788.84,625.96,465.81,117.43,476.54,572.27,728.02,-29.11,-185.91,-478.29,55.93,54.58,0.14,165.8,730.87,52.07,-537.45,31.21,-557.17,3.38,-584.1,1417.86,902.49,-626.9
148,9,7,87.07,1049.7,60,3.15,1184.55,1217.24,789.13,642.08,467.29,117.44,478.51,572.43,727.95,-31.15,-187.4,-478.95,55.3,57.91,0.14,166.82,731.37,52.08,-538.06,31.03,-558.11,3.4,-586.3,1432.82,921.66,-626.05
149,10,7,92.49,1050.4,60.01,3.15,1184.45,1217.54,791.31,689.19,469.32,117.43,479.19,573.07,728.51,-26.8,-184.06,-477.46,55.56,59.83,0.15,168.08,731.2,52.21,-537.06,31.15,-557.4,3.62,-586.7,1444.51,930.36,-625.31
150,11,7,85.45,1050.11,60.01,3.15,1181.24,1212.92,790.56,690.87,471.17,117.48,482.69,573.17,728.39,-32.89,-188.8,-479.47,54.38,59.85,0.15,167.81,731.66,52.02,-538.51,31,-558.92,3.49,-589.01,1446.16,938.94,-626.09
151,12,7,96.61,1049.95,60.01,3.15,1184.9,1215.64,792.41,689.27,472.46,117.51,480.63,574.26,727.92,-23.56,-181.84,-476.74,54.83,59.84,0.16,170.57,728.97,52.22,-536.74,31.98,-558.13,4.05,-589.43,1457.43,942.3,-626.65
152,13,7,91.14,1050.03,60,3.13,1184.14,1214.27,791.59,688.38,472.61,117.52,481.85,573.49,727.86,-28.21,-185.34,-478.37,54.02,59.73,0.16,169.86,733.31,51.99,-538.32,31.73,-559.66,3.55,-591.51,1452.7,940.61,-626.69
153,14,7,51.18,1050.59,59.95,3.05,1173.33,1208.47,784.67,645.26,464.34,115.39,483.88,568.48,728.66,-60.85,-209.67,-488.19,53.88,60.8,0.15,157.98,737.69,51.29,-544.05,30.65,-563.68,3.43,-593.44,1396.84,917.06,-628.65
154,15,7,51.86,1050,60,3.01,1176.28,1209.18,783.12,620.93,458.16,114.52,481.52,566.45,726.71,-59.79,-209.62,-489.42,53.68,61.19,0.12,158.4,737.21,50.89,-545.98,31.21,-565.22,3.61,-592.09,1352.53,864.05,-630.84
155,16,7,72.9,1028.09,59.99,2.97,1184.73,1216.8,786.88,623.08,457.13,115.47,474.76,569.18,726.44,-41.88,-196.09,-484,55.62,61.13,0.11,160.42,736.95,51.11,-542.9,31.04,-561.86,3.51,-587.9,1349.97,856.24,-629.94
156,17,7,69.06,1008.28,58.49,2.96,1182.23,1215.62,786.96,623.48,456.95,115.42,477.12,569.69,727.94,-45.11,-198.63,-484.81,56.38,61.27,0.1,157.99,736.91,50.92,-543.05,30.94,-561.58,3.5,-586.67,1344.34,846.59,-630.6
157,18,7,63.53,1011.12,57.78,2.95,1179.93,1214.49,785.97,622.7,456.93,115.57,478.06,569.88,728.05,-49.5,-201.88,-485.75,56.04,61.3,0.1,156.17,731.09,50.97,-543.42,31.02,-561.76,3.5,-586.1,1339.05,842.56,-631.21
158,19,7,57.25,1022.34,58.41,2.95,1178.19,1213.03,785.09,620.38,456.82,115.56,479.86,569.76,727.98,-54.68,-205.58,-486.72,55.85,61.27,0.1,156.01,725.76,50.68,-543.86,31.08,-562.26,3.5,-586.1,1328.91,834.89,-631.6
159,20,7,62.86,1019.6,58.28,2.95,1181.58,1215.25,785,619.95,456.94,116.21,478.63,570.4,727.75,-49.94,-201.88,-484.94,55.82,61.3,0.1,157.67,723.97,50.61,-542.49,31.46,-561.5,3.67,-585.81,1334.43,830.12,-632.49
160,21,7,64.2,1019.9,58.29,2.95,1182.58,1216.54,785.08,619.99,457.45,116.43,477.5,570.65,728.18,-48.7,-200.68,-483.78,56.47,61.06,0.1,157.04,722.83,50.91,-541.74,30.38,-560.28,3.62,-584.5,1330.8,829.63,-630.99
161,22,7,54.64,1019.65,58.29,2.95,1177.26,1211.84,783.66,619.93,457.84,115.61,480.49,570.1,728.01,-57.02,-207.15,-486.33,55.4,61.25,0.11,155.71,720.89,50.68,-543.41,31,-561.75,3.48,-585.72,1335.75,840.97,-631.67
162,23,7,53.94,1019.78,58.28,2.95,1177.44,1212.41,783.67,619.98,457.24,115.94,480.39,569.85,728.17,-57.53,-207.53,-486.21,55.45,61.41,0.1,154.48,721.99,50.73,-543.18,31.07,-561.37,3.54,-586.46,1329.8,837.76,-631.89
163,0,8,47.89,1020.59,58.29,2.95,1174.68,1210.26,782.39,619.95,456.69,115.54,481.62,569.21,727.91,-62.59,-211.4,-487.72,54.95,61.38,0.1,154.64,718.81,50.74,-544.4,31,-562.38,3.46,-586.78,1316.43,828.01,-632.68
164,1,8,47.26,1020.18,58.29,2.95,1174.59,1210.08,782.44,619.95,456.19,115.54,481.37,568.63,728.05,-63.1,-211.93,-488.06,54.91,61.29,0.1,153.3,719.47,50.64,-544.82,31.03,-562.62,3.49,-586.65,1306.2,819.68,-633.23
165,2,8,52.7,996.78,58.28,2.95,1177.25,1211.98,783.36,619.96,455.93,115.8,480.26,569.38,727.85,-58.46,-208.6,-486.88,55.13,60.94,0.12,153.96,718.75,50.44,-544.36,31.03,-561.96,3.52,-586.88,1319.75,825.73,-633.51
166,3,8,52.02,971.93,58.29,2.95,1177.21,1212.83,783.19,619.96,455.09,116.15,480.03,569.1,728.05,-58.94,-208.88,-486.78,55.3,61.14,0.12,153.59,720.01,50.3,-544.16,30.98,-561.59,3.5,-586.25,1321.03,828.75,-633.26
167,4,8,55.89,960.64,58.28,2.95,1178.91,1213.82,782.94,619.96,454.86,116.46,479.27,569.38,727.8,-55.73,-206.61,-486.1,55.18,61.35,0.12,154.04,719.41,50.2,-543.94,30.76,-561.54,3.65,-586.21,1324.3,825.88,-634.7
168,5,8,47.27,1002.76,58.28,2.95,1176.53,1212.84,782.43,612.31,454.08,116.18,479.99,568.28,728.43,-62.74,-211.51,-487.17,55.28,61.34,0.12,153.29,718.46,50.05,-544.18,31.02,-561.37,3.5,-586.11,1314.56,821.52,-633.63
169,6,8,35.39,1020.13,58.28,2.95,1171.74,1208.94,779.89,601.87,453.82,115.6,483.02,566.82,727.98,-72.82,-219.18,-490.21,54.3,60.87,0.12,151.76,715.98,49.67,-546.18,30.99,-563.11,3.51,-586.33,1298.56,815.22,-634.5
170,7,8,50.71,1019.7,58.28,2.95,1179.77,1214.27,781.39,602.78,452.69,116.23,479.88,567.18,727.32,-59.84,-209.44,-486.16,55.03,61.16,0.12,155.08,717.12,49.82,-544.1,31.27,-561.35,3.58,-586.24,1336.75,843.93,-633.85
171,8,8,68.72,1020.15,58.28,3.03,1190.93,1222.73,787.74,603.89,452.22,117.48,474.2,567.8,727.1,-44.5,-197.71,-481.48,55.68,61.22,0.14,159.06,716.03,50.09,-542.13,31.09,-559.86,3.48,-586.21,1407.54,897.54,-633.36
172,9,8,41.31,1019.98,58.3,3.06,1179.28,1215.07,784.21,605.11,451.9,116.81,479.52,564.96,728.81,-67.42,-214.52,-486.72,55.81,62.22,1.61,151.61,718.14,49.78,-543.83,30.75,-560.44,3.43,-586.8,1388.7,901.18,-630.43
173,10,8,30.62,1019.93,58.28,2.93,1172.81,1209.79,778.09,598.35,452.76,116.47,483.46,565.66,728.02,-76.59,-221.78,-490.07,54.22,59.5,5.86,151.36,717.02,49.39,-546.35,30.96,-562.87,3.49,-586.84,1382.8,900.18,-631.08
174,11,8,24.31,1020.95,58.28,2.89,1168.13,1205.4,776.3,599.33,452.62,116.03,484.86,566.55,727.97,-82.03,-226.01,-491.46,55.03,60.13,6.93,148.94,716.34,49.25,-547.07,30.91,-563.12,3.51,-586.99,1373.09,899.93,-630.47
175,12,8,42,1019.52,58.3,3.06,1174.76,1210.96,779.04,601.74,453.63,116.91,482.65,565.91,727.65,-67.09,-214.64,-487.14,53.95,59.97,6.93,152.98,714.92,49.56,-545.02,31.19,-561.77,3.53,-586.99,1389.72,899.47,-630.39
176,13,8,46.35,1019.81,58.28,3.06,1177.8,1214.87,780.53,603.12,452.85,117.34,480.37,566.41,728.16,-63.05,-211.31,-485.09,54.95,59.36,6.95,152.64,716.59,49.67,-543.5,31.01,-560.1,3.51,-586.72,1392.36,897.65,-629.74
177,14,8,40.5,1020.29,58.28,3.06,1175.22,1212.71,780.19,602.95,452.64,117,482.41,565.26,728.09,-67.94,-215,-486.42,54.77,58.41,6.9,151.75,715.6,49.41,-544.51,30.9,-560.94,3.48,-586.59,1357.65,855.54,-629.84
178,15,8,47.63,1019.65,58.29,3.06,1179.12,1215.73,780.22,602.88,452.31,117.36,480.39,565.96,727.68,-61.87,-210.38,-484.07,55.14,59.07,6.89,152.37,714.76,49.51,-543.1,31.2,-559.69,3.52,-586.71,1237.29,755.56,-629.81
179,16,8,47.92,1019.92,58.27,3.06,1179.36,1217.05,780.9,602.66,451.73,117.37,479.69,566.13,728.27,-61.37,-209.73,-482.85,55.74,58.32,6.89,151.25,715.07,49.73,-542.07,30.97,-558.38,3.5,-586.71,1266.8,772.52,-629.42
180,17,8,41.93,1020.86,58.29,3.06,1176.71,1214.29,780.06,600.29,451.86,117.31,481.96,565.21,727.9,-66.48,-213.59,-483.89,55.2,59,6.89,150.64,715.85,49.44,-542.49,32.34,-559.28,3.63,-586.95,1282.12,791.03,-629.86
181,18,8,34.6,1019.69,58.28,3.06,1172.43,1210.8,779.28,597.23,451.98,117.05,484.02,564.55,728.09,-72.76,-218.47,-486.61,54.79,59.03,6.89,149.63,713.92,49.02,-545.31,29.45,-560.67,3.33,-587.94,1287.51,802.22,-630.58
182,19,8,42.64,1020.12,58.29,3.06,1175.77,1213.55,779.63,597.56,452,117.45,482.12,565.35,727.69,-65.93,-213.25,-483.78,55.1,59.01,6.89,151.16,713.63,49.24,-543.24,31.1,-559.43,3.37,-588.73,1299.82,808.98,-630.15
183,20,8,52.71,1019.86,58.29,3.06,1180.88,1218.59,780.56,597.27,451.41,117.5,479.24,566.44,727.88,-57.36,-206.76,-481.44,55.7,58.77,6.89,152.59,714.37,49.44,-542.24,30.99,-558.85,3.12,-588.55,1361.64,860.51,-633
184,21,8,53.49,1018.51,58.16,3.06,1180.74,1219.41,780.7,597.46,451.77,117.59,478.79,566.49,728.03,-56.61,-206,-480.46,56.24,59.01,6.89,152.78,713.88,49.53,-541.39,31.03,-557.86,3.14,-588.55,1362.39,860.4,-631.99
185,22,8,54.46,999.8,57.14,3,1180.27,1219.34,781.15,602.1,451.97,118.04,478.95,567.24,728.15,-55.78,-205.27,-479.47,56.96,59.02,6.89,152.66,698.6,49.65,-540.32,31.21,-556.7,3.6,-588.6,1354.92,855.08,-631.19
186,23,8,38.28,999.71,57.16,3,1172.27,1212.09,778.97,598.42,452.53,117.46,483.2,566.44,728.2,-69.68,-215.94,-484.27,55.56,59.04,6.89,150.1,693.7,49.15,-543.55,30.82,-559.6,3.19,-588.55,1336.25,849.93,-632.44
187,0,9,44.91,999.77,57.14,3,1176.3,1215.16,779.47,597.39,452.29,117.46,481.4,566.47,727.93,-64,-211.59,-482.14,55.98,59.01,6.89,151.17,695.33,49.3,-542.22,31.1,-558.42,3.54,-588.55,1334.6,843.18,-632.24
188,1,9,35.28,999.77,57.14,3,1171.99,1211.35,778.61,597.12,452.64,117.46,483.88,565.77,728.29,-72.09,-217.7,-484.69,55.59,58.93,6.89,149.61,697.55,48.94,-543.85,30.92,-559.74,3.13,-588.91,1322.26,837.48,-632.71
189,2,9,32.82,967.58,55.12,2.9,1170.66,1209.71,778.3,598.44,452.81,117.34,485.02,566.33,727.93,-74.23,-219.43,-484.94,55.73,58.44,6.89,149.19,697.06,48.89,-543.81,31.05,-559.53,3.35,-589.26,1315.19,834.21,-632.56
190,3,9,43.1,942.45,53.99,2.83,1174,1213.67,779.91,600.9,451.91,117.45,482.28,567.73,727.74,-65.34,-212.53,-481.06,58.01,59.05,6.89,149.97,699.63,49.28,-541.02,31.16,-556.66,3.52,-589.27,1319.33,833.84,-630.89
191,4,9,50.3,988.25,56.5,2.96,1177.41,1216.93,779.78,597.32,450.75,117.66,479.22,566.38,726.64,-59.22,-207.91,-479.73,56.95,58.91,6.89,151.21,698.14,49.15,-541.54,31.19,-557.61,3.51,-589.97,1324.24,830.01,-631.76
192,5,9,38.8,1000.1,57.14,3,1173.32,1213.96,779.74,597.99,451.32,117.45,482.67,565.02,728.47,-68.76,-214.74,-481.86,57.37,59.01,6.89,149.48,700.63,48.83,-542.25,30.77,-557.8,3.04,-591.32,1308.67,823.58,-631.44
193,6,9,37.83,999.75,57.13,3,1171.11,1210.94,779.41,597.46,452.2,117.49,483.83,565.23,728.07,-69.76,-215.7,-482.07,57.02,58.99,6.9,149.55,699.93,48.84,-542.62,31.03,-558.24,3.19,-592.11,1304.63,818.76,-631.73
194,7,9,42.44,1001.86,57.15,3,1173.75,1213.29,779.93,598.96,452.21,117.5,483.07,565.33,727.75,-65.75,-212.42,-479.8,57.45,58.88,6.89,150.75,700.25,49.09,-541.15,31.15,-556.8,3.44,-592.1,1290.07,803.01,-631.06
195,8,9,47.66,1001.76,57.14,3,1176.4,1216.15,780.45,600.69,451.98,117.8,481.58,565.98,727.9,-61.26,-208.76,-477.64,57.89,58.97,6.89,151.37,699.72,49.19,-540.02,31.2,-555.78,3.44,-591.83,1315.49,823.72,-630.62
196,9,9,54.95,999.93,57.14,3,1180.31,1220.54,780.84,597.79,451.21,118.45,479.72,566.03,727.71,-55,-203.85,-475.13,58.47,59,6.89,152.38,699.3,49.24,-538.77,31.17,-554.7,3.45,-591.6,1316.43,821.28,-629.83
197,10,9,58.39,999.93,57.15,3,1181.49,1221.82,786.02,601.4,451.53,118.46,479.22,565.75,727.8,-52.13,-201.51,-473.65,58.93,59.07,6.89,153.44,698.01,49.21,-538.04,31.06,-554.01,3.55,-591.25,1316.1,819.31,-629.03
198,11,9,65.11,999.98,57.13,3,1177.79,1219.88,782.44,608.33,450.5,119.13,474.07,566.39,721.58,-46.8,-198.41,-474.56,55.71,59.03,6.88,152.46,699.5,49.1,-541.57,31.15,-558.17,3.78,-590.66,1313.42,816.5,-631.66
199,12,9,55.38,999.99,57.15,3,1175.83,1220.19,786.17,619.98,454.73,118.74,482.58,567.36,730.64,-54.32,-202.7,-472.98,60.11,58.77,6.88,150.82,698.14,49.34,-536.91,31.02,-552.78,3.67,-590.35,1308.34,814.68,-627.88
200,13,9,55.86,999.99,57.14,3,1174.92,1219.28,786.39,620.07,455.5,118.49,483.46,567.47,732.12,-53.96,-202.43,-472.51,60.43,58.95,6.89,149.39,699.74,49.33,-536.63,30.92,-552.46,3.51,-590.17,1302.25,805.46,-627.89
201,14,9,50.38,1000.01,57.14,3,1170.47,1214.4,784.8,619.96,454.6,117.65,482.77,566.8,728.13,-58.89,-206.65,-475.29,57.82,59.23,6.88,149.53,701.32,48.99,-539.95,30.91,-555.9,3.66,-589.86,1294.96,803.72,-630.01
202,15,9,46.7,999.97,57.14,3,1169.04,1212.97,784.48,619.99,454.75,118.07,484.67,566.43,727.94,-62,-209,-476.13,57.21,58.84,6.88,149.41,698.16,48.77,-540.9,30.99,-556.88,3.28,-590.08,1295.35,806.94,-630.9
203,16,9,53.88,999.99,57.15,3,1172.09,1215.42,784.89,619.96,454.57,118.44,483.27,567.14,727.84,-55.93,-204.44,-474.03,57.76,58.86,6.88,150,698.56,48.95,-540.25,30.73,-556.31,3.24,-590.35,1304.25,820.04,-630.81
